dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,18.150122,6.966344,15.743575,3.346490,0.737270,-0.400242,1.288032
0.020000,18.168584,7.030980,15.810796,3.361064,0.728682,-0.429403,1.297095
0.020000,18.186542,7.096057,15.878305,3.375455,0.719585,-0.454857,1.305954
0.020000,18.204003,7.161563,15.946098,3.389656,0.710048,-0.476846,1.314611
0.020000,18.220972,7.227487,16.014171,3.403659,0.700136,-0.495600,1.323069
0.020000,18.237456,7.293819,16.082521,3.417457,0.689909,-0.511332,1.331332
0.020000,18.253461,7.360547,16.151141,3.431046,0.679424,-0.524241,1.339403
0.020000,18.268994,7.427661,16.220030,3.444420,0.668732,-0.534617,1.347283
0.020000,18.284061,7.495152,16.289181,3.457578,0.657881,-0.542534,1.354977
0.020000,18.298670,7.563007,16.358592,3.470516,0.646916,-0.548273,1.362487
0.020000,18.312826,7.631219,16.428256,3.483234,0.635875,-0.552048,1.369817
0.020000,18.326536,7.699776,16.498171,3.495730,0.624795,-0.553991,1.376970
0.020000,18.339809,7.768669,16.568331,3.508004,0.613711,-0.554230,1.383948
0.020000,18.352650,7.837889,16.638732,3.520057,0.602650,-0.553012,1.390756
0.020000,18.365067,7.907427,16.709370,3.531890,0.591641,-0.550452,1.397396
0.020000,18.377068,7.977273,16.780240,3.543504,0.580708,-0.546643,1.403871
0.020000,18.388658,8.047420,16.851338,3.554901,0.569873,-0.541792,1.410184
0.020000,18.399846,8.117859,16.922660,3.566084,0.559153,-0.535995,1.416339
0.020000,18.410639,8.188581,16.994201,3.577056,0.548567,-0.529295,1.422338
0.020000,18.421045,8.259579,17.065957,3.587818,0.538129,-0.521911,1.428184
0.020000,18.431069,8.330845,17.137925,3.598375,0.527852,-0.513845,1.433881
0.020000,18.440721,8.402371,17.210099,3.608730,0.517747,-0.505256,1.439431
0.020000,18.450007,8.474151,17.282477,3.618887,0.507824,-0.496116,1.444837
0.020000,18.458934,8.546177,17.355054,3.628849,0.498091,-0.486662,1.450101
0.020000,18.467510,8.618442,17.427827,3.638620,0.488555,-0.476790,1.455227
0.020000,18.475742,8.690940,17.500791,3.648204,0.479221,-0.466688,1.460217
0.020000,18.483637,8.763665,17.573943,3.657606,0.470095,-0.456321,1.465074
0.020000,18.491202,8.836611,17.647279,3.666830,0.461179,-0.445808,1.469799
0.020000,18.498446,8.909770,17.720797,3.675879,0.452476,-0.435134,1.474397
0.020000,18.505374,8.983139,17.794492,3.684759,0.443988,-0.424423,1.478868
0.020000,18.511995,9.056711,17.868362,3.693473,0.435717,-0.413549,1.483216
0.020000,18.518314,9.130482,17.942402,3.702026,0.427662,-0.402756,1.487443
0.020000,18.524340,9.204445,18.016611,3.710423,0.419823,-0.391913,1.491550
0.020000,18.530079,9.278597,18.090984,3.718667,0.412201,-0.381099,1.495541
0.020000,18.535538,9.352932,18.165519,3.726763,0.404795,-0.370336,1.499416
0.020000,18.540724,9.427446,18.240213,3.734715,0.397602,-0.359640,1.503179
0.020000,18.545644,9.502135,18.315064,3.742527,0.390621,-0.349029,1.506831
0.020000,18.550305,9.576994,18.390068,3.750204,0.383851,-0.338525,1.510374
0.020000,18.554714,9.652019,18.465223,3.757750,0.377289,-0.328107,1.513811
